Weight,0
25.0,0.0
28.0,0.0
31.0,0.0
53.5,0.0
51.5,0.0
52.5,0.0
54.5,0.0
48.5,0.0
63.5,0.0
65.5,0.0
66.5,0.0
68.5,0.0
62.5,0.0
61.5,0.0
58.5,0.0
56.5,0.0
89.5,0.0
88.5,0.0
93.5,0.0
90.5,0.0
98.5,0.0
100.5,0.0
96.5,0.0
95.5,0.0
78.5,0.0
79.5,0.0
80.5,0.0
83.5,0.0
84.5,0.0
77.3333333333333,0.0
74.6666666666667,0.0
71.5,0.0
102.5,0.0
151.0,0.0
150.0,0.0
149.0,0.0
158.0,0.0
156.0,0.0
129.5,0.0
128.0,0.0
138.0,0.0
138.5,0.0
143.0,0.0
144.0,0.0
137.5,0.0
137.0,0.0
133.5,0.0
133.0,0.0
122.5,0.0
123.5,0.0
124.0,0.0
127.5,0.0
131.0,0.0
131.5,0.0
121.5,0.0
117.5,0.0
112.5,0.0
119.0,0.0
118.5,0.0
109.5,0.0
107.5,0.0
108.5,0.0
106.5,0.0
104.5,0.0
147.0,0.0
214.0,0.0
182.0,0.0
190.0,0.0
178.0,0.0
198.0,0.0
155.0,0.0
152.0,0.0
161.0,0.0
160.0,0.0
163.0,0.0
180.0,0.0
176.5,0.0
175.0,0.0
170.0,0.0
165.0,0.0
36.0,0.007462686567164179
34.0,0.013888888888888888
46.0,0.019553072625698324
67.5,0.02040816326530612
30.0,0.023809523809523808
32.0,0.025
38.0,0.026455026455026454
50.0,0.028727770177838577
49.0,0.029567053854276663
53.0,0.02972972972972973
125.0,0.03015075376884422
45.0,0.030257186081694403
76.5,0.030303030303030304
39.0,0.030612244897959183
113.0,0.03125
44.0,0.03233830845771144
42.0,0.03363914373088685
54.0,0.03419689119170984
37.0,0.03468208092485549
62.0,0.035072336694432264
56.0,0.03509307293256027
47.0,0.035343035343035345
51.0,0.03596660244059088
41.0,0.03734439834024896
52.0,0.0375487070492384
40.0,0.03856749311294766
67.0,0.03870967741935484
63.0,0.039412997903563944
69.5,0.04
65.0,0.04010462074978204
57.0,0.040210249671484885
64.0,0.040583386176284084
116.0,0.04081632653061224
60.0,0.04100798246987009
48.0,0.04105736782902137
55.0,0.04176829268292683
58.0,0.042805320435308346
35.0,0.04395604395604396
70.0,0.044914479697088394
61.0,0.045050970075633016
118.0,0.04672897196261682
68.0,0.048153261995167417
72.0,0.0481651376146789
43.0,0.04878048780487805
66.0,0.049349960201645
74.0,0.049515058703420115
69.0,0.04952027236149799
145.0,0.05
59.0,0.05033763044812769
108.0,0.050955414012738856
80.0,0.05174512987012987
71.0,0.052223719676549867
121.0,0.05263157894736842
81.0,0.052877866167524566
73.0,0.053461128860489884
75.0,0.05382661162273738
123.0,0.05405405405405406
76.0,0.05514929920780012
60.5,0.05555555555555555
78.0,0.055626111252222506
82.0,0.056134969325153376
77.0,0.056936143441333756
33.0,0.058823529411764705
100.0,0.059001512859304085
85.0,0.05932481153720092
91.0,0.059961315280464215
120.0,0.060759493670886074
114.0,0.061224489795918366
88.0,0.06165590135055784
90.0,0.061892767182439724
87.0,0.06289308176100629
79.0,0.06317907444668008
95.0,0.06427604871447902
112.0,0.06557377049180328
84.0,0.0660336642209754
75.5,0.06666666666666667
83.0,0.06695842450765864
117.0,0.06818181818181818
73.5,0.07142857142857142
148.0,0.07142857142857142
146.0,0.07142857142857142
129.0,0.07142857142857142
107.0,0.07333333333333333
103.0,0.07352941176470588
92.0,0.07372881355932204
105.0,0.07380073800738007
86.0,0.07392197125256673
81.5,0.07407407407407407
96.0,0.07432432432432433
110.0,0.07481296758104738
127.0,0.075
97.0,0.07521367521367521
130.0,0.07537688442211055
140.0,0.07692307692307693
122.0,0.07894736842105263
99.0,0.07936507936507936
74.5,0.08
101.0,0.08053691275167785
115.0,0.08070175438596491
111.0,0.0821917808219178
64.5,0.08333333333333333
70.5,0.08333333333333333
72.5,0.08333333333333333
57.5,0.08333333333333333
139.0,0.08333333333333333
98.0,0.08458390177353342
109.0,0.0847457627118644
93.0,0.08594449418084155
102.0,0.08816120906801007
89.0,0.08858447488584476
55.5,0.09090909090909091
106.0,0.09202453987730061
94.0,0.09254807692307693
135.0,0.09302325581395349
85.5,0.1
87.5,0.1
136.0,0.1
132.0,0.1
97.5,0.1111111111111111
104.0,0.11320754716981132
77.5,0.11538461538461539
126.0,0.11764705882352941
142.0,0.125
59.5,0.13043478260869565
134.0,0.13333333333333333
91.5,0.14285714285714285
82.5,0.15384615384615385
92.5,0.16666666666666666
141.0,0.1875
86.5,0.2
101.5,0.2
154.0,0.2
105.5,0.25
135.5,0.3333333333333333
103.5,0.5
130.5,0.5
167.0,0.5
146.5,0.5
116.5,1.0
