Sport,0
Art Competitions,0.01369480156512018
Triathlon,0.01890359168241966
Table Tennis,0.02762148337595908
Gymnastics,0.02961770322387389
Athletics,0.03466756420878211
Shooting,0.03581411600279525
Judo,0.03604314654038411
Modern Pentathlon,0.03697078115682767
Tennis,0.037037037037037035
Badminton,0.03706245710363761
Cycling,0.03904595266599134
Boxing,0.041673557135769805
Beach Volleyball,0.0425531914893617
Swimming,0.04738090105626212
Diving,0.04996481351161154
Equestrianism,0.0510718789407314
Weightlifting,0.05511811023622047
Fencing,0.055333022822543085
Wrestling,0.057729941291585124
Archery,0.05784061696658098
Golf,0.06072874493927125
Canoeing,0.06287473667152811
Trampolining,0.06578947368421052
Taekwondo,0.066006600660066
Rhythmic Gymnastics,0.0668693009118541
Sailing,0.06832675372001215
Football,0.07635285396590066
Basketball,0.0804673721340388
Synchronized Swimming,0.0814081408140814
Rugby Sevens,0.08361204013377926
Jeu De Paume,0.09090909090909091
Water Polo,0.09100364014560583
Rowing,0.09230769230769231
Volleyball,0.0945945945945946
Handball,0.09522510231923602
Hockey,0.09562488462248477
Baseball,0.12527964205816555
Softball,0.12552301255230125
Ice Hockey,0.13333333333333333
Figure Skating,0.16666666666666666
Croquet,0.21052631578947367
Polo,0.23157894736842105
Racquets,0.25
Roque,0.25
Tug-Of-War,0.2529411764705882
Lacrosse,0.4
Motorboating,0.4117647058823529
Rugby,0.41358024691358025
Cricket,0.5
Alpinism,1.0
Basque Pelota,1.0
Aeronautics,1.0
