NOC,0
AFG,0.0
ALB,0.0
ANG,0.0
AND,0.0
ANT,0.0
ASA,0.0
ARU,0.0
BRU,0.0
BIZ,0.0
BOL,0.0
BIH,0.0
BHU,0.0
BEN,0.0
BER,0.0
BAR,0.0
BAN,0.0
COK,0.0
CRT,0.0
CPV,0.0
DJI,0.0
ERI,0.0
ESA,0.0
DMA,0.0
COD,0.0
CAY,0.0
COM,0.0
CGO,0.0
CHA,0.0
CAF,0.0
CAM,0.0
BUR,0.0
FIJ,0.0
IRQ,0.0
IVB,0.0
JOR,0.0
KOS,0.0
KIR,0.0
LBA,0.0
MAL,0.0
HON,0.0
LIE,0.0
MAD,0.0
LCA,0.0
LES,0.0
LBR,0.0
KUW,0.0
LAO,0.0
MAW,0.0
GUM,0.0
GUY,0.0
GUI,0.0
GEQ,0.0
GAM,0.0
GBS,0.0
FSM,0.0
NBO,0.0
MON,0.0
MOZ,0.0
MRI,0.0
MLT,0.0
MHL,0.0
MKD,0.0
MLI,0.0
MDV,0.0
PLW,0.0
PNG,0.0
RHO,0.0
ROT,0.0
RWA,0.0
SAA,0.0
SAM,0.0
STP,0.0
SOM,0.0
SSD,0.0
SUR,0.0
SOL,0.0
SLE,0.0
SMR,0.0
PLE,0.0
OMA,0.0
SWZ,0.0
TOG,0.0
TLS,0.0
TKM,0.0
VAN,0.0
UNK,0.0
UAE,0.0
TUV,0.0
VNM,0.0
WIF,0.0
VIN,0.0
YAR,0.0
YEM,0.0
YMD,0.0
SEY,0.0
SKN,0.0
NCA,0.0
NEP,0.0
NFL,0.0
NRU,0.0
PAN,0.0
MTN,0.0
MYA,0.0
ISR,0.001567398119122257
LUX,0.002061855670103093
PUR,0.0022471910112359553
GUA,0.0024390243902439024
SEN,0.0026666666666666666
GHA,0.002793296089385475
HKG,0.0029717682020802376
CMR,0.0032258064516129032
VEN,0.0032679738562091504
URU,0.0034782608695652175
ECU,0.0036101083032490976
CRC,0.004166666666666667
ISV,0.0041841004184100415
KSA,0.004347826086956522
PHI,0.004373177842565598
KGZ,0.0047169811320754715
EGY,0.004941321803582459
CIV,0.0051813471502590676
QAT,0.005208333333333333
TUN,0.0053475935828877
ZAM,0.00546448087431694
CYP,0.0056179775280898875
SYR,0.00641025641025641
BOH,0.006535947712418301
DOM,0.007220216606498195
POR,0.0073284477015323115
ALG,0.0074211502782931356
MAR,0.007911392405063292
BRN,0.007936507936507936
UAR,0.008130081300813009
LIB,0.008403361344537815
COL,0.008434864104967198
MEX,0.009252669039145907
SUD,0.009345794392523364
HAI,0.009433962264150943
IRL,0.01014040561622465
IOA,0.010752688172043012
THA,0.010796221322537112
BOT,0.011111111111111112
SGP,0.011461318051575931
UGA,0.011538461538461539
CHI,0.011968085106382979
TAN,0.012422360248447204
ZIM,0.012944983818770227
LTU,0.013011152416356878
AHO,0.013513513513513514
SRI,0.0136986301369863
IND,0.013788098693759071
UZB,0.015086206896551725
MDA,0.015706806282722512
GAB,0.015873015873015872
TJK,0.016666666666666666
SLO,0.01775147928994083
GRN,0.018518518518518517
VIE,0.01948051948051948
MAS,0.020754716981132074
NIG,0.02127659574468085
TTO,0.021739130434782608
PRK,0.021994134897360705
MGL,0.02207505518763797
EST,0.022172949002217297
TGA,0.022222222222222223
TUR,0.022920203735144314
ETH,0.023936170212765957
LAT,0.024282560706401765
GEO,0.024291497975708502
CZE,0.025157232704402517
BDI,0.02564102564102564
NZL,0.025676937441643323
UKR,0.025770591207680646
KAZ,0.026474127557160047
PER,0.02681992337164751
RSA,0.027876631079478055
TPE,0.028
ARM,0.028735632183908046
BAH,0.029411764705882353
IRI,0.02949438202247191
AUT,0.02982039986445273
ARG,0.03158256093374528
BLR,0.03210272873194221
SVK,0.03339882121807466
NGR,0.034013605442176874
CAN,0.034839650145772595
FIN,0.035132096683530074
ISL,0.035211267605633804
GRE,0.036418309388573336
POL,0.03802672147995889
INA,0.0412621359223301
TCH,0.0427426536064114
SUI,0.04446665001249063
AZE,0.045283018867924525
JPN,0.04529671717171717
BRA,0.046247357293868925
ANZ,0.046511627906976744
BUL,0.04828289697381843
ESP,0.049521092317098024
NAM,0.05194805194805195
CUB,0.05203711173860428
BEL,0.053373893805309734
KEN,0.053385416666666664
HUN,0.053516071137216514
ROU,0.05360493165371214
FRA,0.05407693031129503
KOR,0.05579631635969664
ITA,0.05768528660094925
NED,0.05848179705654531
AUS,0.06373378454596729
SWE,0.065174456879526
GBR,0.06677658697444352
FRG,0.06724003127443315
CRO,0.06789250353606789
DEN,0.06824754193175246
GER,0.07058514825505116
CHN,0.07332870691649318
NOR,0.07544264819091609
RUS,0.07758861289422272
YUG,0.07869012707722385
PAK,0.08035714285714286
SRB,0.08055555555555556
SCG,0.08666666666666667
USA,0.0884891131173659
JAM,0.09179926560587515
EUN,0.09384615384615384
PAR,0.12686567164179105
GDR,0.13165399239543726
URS,0.1373864128083081
MNE,0.15730337078651685
